Age,Flight Distance,Gender_Male,Customer Type_disloyal Customer,satisfaction_satisfied
44,862,False,False,True
31,782,True,True,False
66,456,True,False,False
39,431,True,True,False
41,355,False,False,False
53,453,False,False,True
56,3086,False,False,True
62,383,False,False,False
39,1188,True,False,True
21,337,True,True,True
9,931,False,False,False
37,1411,True,False,True
46,258,False,False,False
53,3904,False,False,True
38,826,True,False,True
16,588,True,False,True
40,1379,False,False,False
37,162,False,False,True
36,1812,False,False,True
25,837,False,False,False
26,3656,True,False,True
36,495,False,False,False
24,925,True,False,False
45,1598,True,False,False
34,2716,True,False,False
32,925,True,False,True
25,605,True,False,False
45,1747,True,False,False
60,480,True,False,True
64,802,True,False,False
58,931,False,False,True
25,746,False,True,False
23,488,True,False,True
16,689,True,False,False
23,3155,True,False,False
49,258,False,False,False
53,3398,True,False,True
60,2483,False,False,True
15,283,False,False,False
55,280,False,False,False
21,469,True,True,True
34,199,False,False,True
37,2249,True,False,True
64,678,False,False,False
28,2300,False,False,True
50,453,False,True,False
13,2253,False,False,False
21,227,False,True,False
41,270,False,False,True
38,114,True,False,True
17,1065,True,False,False
21,2777,False,True,True
14,317,True,False,False
58,2116,False,False,True
34,594,False,False,True
55,199,False,False,False
39,3064,True,False,True
22,997,False,True,False
30,216,True,True,False
44,2638,True,False,True
47,479,False,False,True
50,248,True,False,True
29,787,True,False,False
24,680,True,False,True
48,2278,True,False,True
15,451,True,False,False
54,1532,False,False,True
48,190,True,False,True
27,3497,False,False,True
49,1005,True,False,False
27,147,True,True,False
27,3070,False,False,False
29,328,True,False,False
27,721,False,True,False
67,2295,True,False,False
23,721,True,True,False
11,854,True,True,False
25,3657,True,False,False
49,532,False,False,True
60,1851,True,False,True
61,1448,False,False,True
36,2419,False,False,True
51,308,True,False,True
61,511,True,False,True
30,3684,True,False,True
17,762,False,False,False
40,462,True,True,False
30,697,False,False,False
69,1023,True,False,False
51,3989,True,False,True
48,550,False,False,False
7,491,True,False,False
51,408,True,False,True
33,2153,True,False,False
33,163,True,True,False
22,581,False,True,True
25,691,True,True,False
21,896,True,False,False
62,1703,False,False,False
30,386,True,False,False
34,255,False,False,True
37,2490,True,False,True
40,250,False,False,True
57,737,False,False,True
45,221,False,False,True
32,714,False,False,True
54,1698,False,False,True
50,404,False,False,True
54,2986,False,False,True
18,1056,True,False,False
40,3851,False,False,False
35,290,True,False,False
55,1577,True,False,True
49,591,True,False,False
38,200,True,True,False
26,1013,True,False,False
62,853,False,False,False
23,429,False,True,False
40,352,True,False,True
28,621,False,False,False
40,425,True,False,False
38,229,False,True,False
60,280,False,False,False
19,632,False,False,True
17,309,True,True,False
52,3298,True,False,True
27,1530,True,False,False
41,1541,False,True,False
51,414,True,False,False
26,3106,True,False,False
43,613,False,False,False
21,2039,True,True,True
38,2554,False,False,True
45,181,True,False,True
33,834,False,False,False
25,591,True,True,False
50,2499,True,False,True
16,3327,False,False,True
43,735,False,False,False
61,373,False,False,False
11,2133,False,True,False
44,929,True,False,True
15,759,True,True,False
26,937,True,False,False
40,1214,True,False,False
7,1076,True,False,False
10,631,False,False,True
28,594,True,False,True
36,689,True,False,False
47,121,False,False,True
15,2586,True,False,False
39,2195,True,False,True
41,175,True,False,True
11,738,True,False,False
39,2399,True,False,True
37,508,False,False,True
31,315,True,False,False
38,453,True,True,False
55,3799,False,False,True
62,539,False,False,False
33,191,True,False,False
60,1005,False,True,False
42,675,False,True,False
27,3018,False,False,True
29,3534,False,False,True
47,289,True,False,True
22,214,False,True,True
49,2784,False,False,True
64,2694,True,False,False
52,3731,False,False,True
24,3798,False,False,False
23,1416,True,False,False
62,337,False,False,False
29,1476,True,True,True
24,1195,False,True,True
21,264,False,True,True
56,77,False,False,False
32,1544,True,False,True
22,449,False,False,True
21,1362,False,True,False
25,331,True,True,False
30,1131,False,False,True
57,1127,False,False,True
40,1879,True,False,True
38,564,True,False,False
56,1222,False,False,False
28,448,False,True,False
29,991,False,False,True
51,1731,True,False,True
46,645,False,False,True
48,3175,True,False,False
39,488,False,True,False
47,3318,True,False,True
70,3768,True,False,False
60,158,True,False,False
17,2239,True,True,True
36,978,False,False,False
27,1674,True,False,True
45,2139,False,False,True
46,3455,False,False,True
54,1183,True,False,False
60,1072,False,False,False
22,248,False,False,True
50,529,True,False,False
13,874,False,False,False
50,1012,False,False,False
43,972,False,False,False
25,817,True,False,True
45,954,False,False,False
29,3382,True,False,True
53,214,True,False,False
23,562,True,True,False
35,1084,True,True,False
39,1614,True,False,True
46,1739,False,False,True
39,417,False,True,True
53,304,False,False,True
63,2441,True,False,True
43,862,True,False,True
61,231,False,False,True
52,2853,False,False,True
27,643,False,True,False
34,1975,False,False,False
49,2342,False,False,True
50,2125,False,False,True
33,696,True,False,False
30,1660,True,False,False
43,1747,False,False,True
61,853,False,False,False
57,3032,False,False,True
12,726,False,False,False
30,493,False,True,False
33,3217,True,False,True
44,1166,False,False,True
23,972,True,True,False
49,2023,False,False,False
23,554,True,True,False
58,337,True,False,True
31,2788,False,False,True
30,110,False,False,True
33,432,True,True,False
60,158,True,False,True
19,1787,True,False,False
51,158,False,False,True
47,1833,True,False,True
22,481,True,True,False
55,1535,False,False,True
42,2023,True,False,False
49,680,True,False,False
20,964,False,False,False
43,2018,True,False,False
47,550,True,False,True
32,2253,False,False,True
17,2576,False,False,True
63,1189,True,False,False
26,391,True,False,False
21,737,True,True,False
40,2561,True,False,True
23,1947,False,False,True
54,3295,False,False,True
16,1846,True,False,False
26,3454,True,False,False
13,985,True,False,False
41,637,True,True,False
29,980,True,True,True
29,502,False,True,False
52,2861,True,False,True
29,1061,True,False,False
24,113,True,True,True
51,3364,False,False,True
29,991,False,False,False
49,622,True,False,True
25,622,True,False,False
52,468,True,False,False
68,1075,True,False,False
54,469,True,False,True
28,710,False,False,False
58,3585,False,False,True
17,130,False,True,True
60,1107,False,False,True
59,1744,False,False,False
45,1823,False,False,True
24,650,False,False,False
49,3797,False,False,False
50,1237,False,False,True
27,1452,True,False,True
36,3131,False,False,True
23,468,False,True,True
41,315,False,False,True
35,2381,True,False,True
41,1501,True,False,True
46,1050,False,False,True
55,3267,True,False,True
13,1411,False,False,False
41,3594,True,False,True
62,761,False,False,False
50,575,True,True,False
13,2300,True,False,True
21,101,True,False,False
55,237,True,False,False
46,1660,True,False,False
28,2024,True,False,True
42,235,False,False,False
11,214,False,False,True
27,594,True,False,False
40,129,True,False,False
41,3380,False,False,True
62,315,True,False,False
35,337,False,True,False
30,1514,False,True,True
54,2936,False,False,True
38,169,False,False,True
36,1075,False,False,True
63,516,True,False,False
59,2268,True,False,True
36,1846,False,True,False
12,1189,True,False,False
25,399,True,True,False
35,1488,False,False,True
18,979,False,True,True
39,907,False,True,True
25,733,False,False,True
44,680,False,False,True
24,141,True,True,False
40,3821,False,False,True
10,425,False,False,True
45,335,False,False,True
30,832,False,True,True
13,151,False,False,False
70,101,False,False,False
60,657,True,False,False
70,533,True,False,False
47,1276,True,False,True
40,1612,False,False,True
46,399,False,False,True
44,2950,True,False,False
32,1763,False,False,True
40,328,False,False,True
27,1521,False,False,False
27,270,False,False,True
24,1265,False,True,False
39,888,True,True,False
50,1013,False,False,True
29,788,False,False,False
49,391,False,False,True
41,948,False,False,False
10,489,True,False,False
31,157,True,False,False
39,510,False,True,True
37,862,False,False,False
57,2174,True,False,True
50,1075,True,False,False
41,1372,True,False,True
37,102,True,False,True
21,1167,True,True,True
33,196,True,False,True
27,727,True,True,False
23,647,True,True,False
45,2605,False,False,True
25,1793,False,False,True
9,936,True,True,False
9,515,True,False,False
36,395,False,True,False
57,604,False,False,True
26,1026,False,True,False
39,328,True,False,True
45,3948,False,False,True
55,200,False,False,True
23,543,False,True,False
23,265,False,True,True
56,174,True,False,True
47,404,True,False,True
34,356,False,False,False
9,2672,False,False,False
36,1076,True,True,False
26,383,True,True,False
20,113,False,False,False
47,284,False,False,False
41,1299,False,False,False
31,265,True,False,False
30,1598,False,False,True
55,2585,False,False,True
69,239,True,False,True
51,655,False,False,False
60,1703,True,False,False
55,1009,True,False,False
41,304,True,True,False
70,2816,False,False,True
48,895,True,False,True
23,442,True,True,False
53,374,False,False,False
26,763,False,True,False
22,1069,True,False,False
54,1866,True,False,True
9,305,False,False,True
22,598,False,True,False
50,1080,False,False,True
40,170,False,True,False
45,373,True,False,False
49,432,True,False,True
39,3415,False,False,True
53,361,True,False,False
14,834,False,False,False
25,495,False,True,True
55,325,False,False,True
42,2678,False,False,True
44,1119,False,False,False
51,134,False,False,True
10,646,True,False,False
47,2946,False,False,True
13,1065,False,False,True
42,2408,False,False,True
66,312,True,False,False
30,1739,False,False,True
52,1718,True,False,True
48,3216,False,False,False
38,3845,True,False,True
47,3782,False,False,True
23,964,False,True,True
70,1428,True,False,False
26,2133,False,True,False
29,1846,True,False,True
46,152,False,False,False
33,1847,True,False,True
25,1519,True,False,True
48,1124,False,False,True
28,371,True,False,False
44,153,False,False,False
42,359,True,False,False
7,985,True,False,False
27,692,True,False,False
56,370,False,False,True
38,1121,True,True,True
47,2367,True,False,False
23,1491,False,True,False
31,226,True,False,False
32,1740,True,False,True
39,369,False,False,True
51,3060,True,False,True
71,2330,True,True,True
51,986,True,False,True
60,2611,True,False,True
59,869,False,False,False
46,645,True,False,False
49,3528,False,False,True
45,793,True,True,False
32,822,False,False,False
53,262,True,False,False
33,353,True,False,True
14,137,True,False,False
57,630,False,False,True
54,500,True,False,False
50,1389,True,False,False
55,2327,False,False,True
26,834,False,True,False
42,2773,False,False,True
52,304,False,False,False
51,588,True,False,True
40,516,False,False,True
42,2454,False,False,True
30,704,True,False,True
56,373,False,False,True
60,705,True,False,False
52,3772,False,False,False
28,2329,True,False,True
59,594,True,False,True
39,1258,True,False,False
28,925,False,True,False
41,271,False,False,False
17,296,True,True,False
23,235,False,True,True
33,250,True,False,False
14,1172,False,False,False
32,946,True,False,True
24,1020,True,True,True
28,304,True,False,False
23,175,False,True,True
13,229,True,False,False
49,2580,True,False,True
33,377,False,False,False
18,189,False,False,False
53,628,False,False,True
45,3083,False,False,True
54,859,True,False,False
31,762,False,False,False
45,499,False,False,False
49,808,False,False,False
44,1744,False,False,True
42,2765,False,False,True
38,2239,True,False,False
19,592,True,False,False
36,764,True,False,False
28,2139,False,True,False
47,1587,True,False,True
49,2649,True,False,True
43,2736,True,False,True
70,1226,True,False,False
30,3100,True,False,True
51,957,False,False,True
45,752,False,False,True
22,1999,True,False,False
52,833,False,False,False
41,868,True,False,True
69,273,True,False,False
60,2892,True,False,True
39,725,False,True,False
58,239,False,False,False
18,1072,True,True,False
52,359,True,False,False
36,624,False,True,False
61,416,False,False,True
8,546,True,True,False
29,980,False,True,True
53,545,False,False,False
39,1107,False,False,True
60,1372,False,False,False
17,1860,False,False,True
14,1089,True,False,False
39,1703,True,False,True
39,359,True,False,True
53,2218,True,False,False
16,862,True,True,False
66,338,False,False,False
39,808,True,False,True
41,2677,True,False,False
21,544,True,False,False
9,1188,False,False,False
29,1750,True,False,False
45,554,True,False,False
35,421,False,True,False
30,744,False,False,False
49,632,False,False,True
64,229,True,False,False
41,308,False,False,False
18,449,True,True,False
46,557,False,False,False
30,1250,False,False,True
40,368,False,False,True
59,507,False,False,True
24,1024,True,False,False
22,507,False,True,True
34,762,True,False,True
41,1190,False,False,True
58,406,True,False,False
29,404,False,True,False
59,587,False,False,True
51,2901,False,False,False
51,761,False,False,False
50,1029,False,True,True
65,814,False,False,False
58,594,False,False,True
27,1846,True,False,True
35,234,False,False,True
26,731,False,False,False
59,2446,False,False,False
53,2346,False,False,True
14,964,False,False,False
23,283,False,True,False
24,2634,False,False,True
69,861,False,False,False
8,2220,True,False,True
26,978,True,True,False
17,541,True,False,True
24,1023,True,False,True
48,216,False,False,True
26,957,True,False,False
47,937,True,False,False
40,985,False,False,False
58,1184,False,False,False
30,368,False,False,False
43,2342,True,True,True
41,409,True,False,True
47,587,True,False,True
25,671,False,True,False
37,820,True,True,True
24,651,False,False,False
16,850,True,False,False
32,1798,False,False,True
50,452,True,False,False
15,2295,False,True,False
43,846,False,False,False
53,1182,False,False,False
43,368,False,True,True
47,2196,False,False,False
39,802,True,True,True
54,3207,True,False,True
61,691,False,False,False
11,1127,False,False,False
37,711,True,False,False
38,495,True,True,False
58,612,True,False,True
28,1979,True,False,False
31,328,True,False,True
41,3731,False,False,True
18,255,False,False,False
52,196,False,False,False
53,431,True,False,False
56,265,False,False,False
15,1190,True,False,False
51,528,True,True,False
51,2943,False,False,True
62,1504,True,False,False
29,746,False,False,True
44,231,False,False,False
58,1873,False,False,True
35,200,True,False,False
49,3801,True,False,True
26,282,False,False,False
32,391,False,False,False
25,920,False,False,False
30,3732,False,False,False
40,834,False,False,True
60,2342,True,False,False
59,1053,False,False,True
44,1592,True,False,True
34,1237,False,False,True
44,237,False,False,True
30,1541,True,True,False
67,452,True,False,False
51,2126,False,False,True
58,2218,True,False,True
49,1190,False,False,True
54,515,False,False,True
47,1748,True,False,True
22,1200,False,False,False
60,1678,True,False,True
22,1592,False,True,False
15,484,False,False,False
47,675,False,False,False
42,226,False,True,True
36,2007,False,False,True
44,1859,False,False,True
33,332,False,False,False
48,3662,False,False,True
40,231,False,False,True
22,912,False,False,False
20,925,False,False,True
40,758,False,False,True
48,507,False,False,False
25,534,True,False,False
46,194,False,False,True
48,2288,False,False,False
37,373,False,False,True
12,1660,False,False,False
44,1087,False,False,False
26,1491,False,True,False
12,842,True,True,False
14,1222,True,False,False
59,594,True,False,False
38,191,False,True,False
14,413,False,False,False
47,484,True,True,False
55,726,False,False,True
45,429,True,False,False
14,357,True,False,False
29,2972,False,False,True
50,250,False,False,False
23,1073,True,False,False
35,331,True,True,False
58,3980,False,False,True
35,647,False,True,False
41,3596,False,False,True
40,1258,False,False,True
66,192,True,False,False
23,1979,False,False,False
27,223,True,True,True
34,3338,False,False,True
57,139,True,False,True
66,106,True,False,False
22,1085,False,True,True
38,337,False,True,False
23,214,True,False,False
47,3766,True,False,True
47,271,False,True,False
41,3781,False,False,True
47,633,False,False,False
48,1085,False,True,True
34,416,True,False,False
55,1299,True,False,False
53,677,True,False,True
57,728,False,False,False
54,581,False,False,False
24,108,True,True,True
27,2766,True,False,False
32,859,True,False,False
23,302,False,True,False
42,3314,True,False,True
30,762,True,False,True
54,1042,False,True,False
32,352,False,False,False
61,1619,False,False,True
22,327,True,True,False
47,2653,False,False,True
46,1489,True,False,True
43,1009,False,True,False
66,1222,True,False,True
56,3131,True,False,True
59,588,False,False,False
36,280,True,False,True
20,227,True,False,False
44,1044,True,False,True
24,588,False,True,False
36,782,False,False,False
49,130,False,False,False
47,369,False,False,True
56,679,True,False,False
42,867,False,False,True
56,101,True,False,False
55,1199,False,False,False
69,362,False,False,True
23,1313,True,False,True
12,533,False,False,False
8,2053,True,False,False
21,231,False,False,False
52,2873,False,False,True
29,493,False,False,True
27,3853,False,False,True
75,2188,False,False,False
54,762,False,False,False
43,853,True,False,False
35,3093,False,False,True
14,802,False,False,False
55,647,False,False,True
27,1391,True,False,True
29,645,True,True,False
23,332,False,True,False
19,302,True,False,False
62,397,True,False,True
46,328,False,False,True
42,3713,False,False,True
49,1565,True,False,False
37,975,True,True,False
46,405,True,False,False
36,904,True,False,False
29,496,False,True,False
26,1981,False,False,False
45,253,False,False,False
57,2182,False,False,True
19,251,False,True,False
49,834,False,False,False
62,471,False,False,False
47,731,True,False,True
39,190,True,True,False
52,846,False,False,False
51,3651,False,False,True
45,432,False,True,False
37,273,False,True,True
47,101,True,False,False
50,110,False,False,True
26,674,False,False,False
46,813,False,False,False
27,236,True,False,True
50,3148,False,False,True
27,1205,False,True,False
36,3402,False,False,True
48,2163,False,False,True
15,624,True,False,False
54,864,False,False,True
47,859,False,False,True
45,1124,False,False,True
15,441,True,True,False
41,1199,True,False,True
7,692,True,False,False
28,406,True,False,False
22,1471,True,False,False
25,533,True,False,False
37,1218,True,False,False
38,110,False,True,False
42,2419,False,False,True
45,3037,True,False,True
46,1590,False,False,False
42,723,False,False,False
18,163,False,False,False
59,930,True,False,True
40,304,False,False,True
45,3965,True,False,True
50,109,False,False,False
31,1120,True,False,False
37,1069,True,False,True
54,2084,False,False,True
21,300,True,False,False
52,1785,False,False,True
39,337,True,False,False
52,2552,True,False,True
40,479,False,False,False
64,290,False,False,False
41,359,False,False,False
25,1121,False,False,True
42,1747,False,False,True
34,303,False,False,False
27,290,False,False,False
43,735,False,False,True
58,2024,True,False,False
44,867,True,False,False
59,674,True,False,True
62,356,False,True,False
29,1034,True,False,False
51,2552,False,False,False
44,2221,True,False,True
18,775,True,False,False
38,177,False,False,True
26,469,False,True,True
59,414,True,False,True
49,1024,False,False,True
60,592,True,False,False
57,519,True,False,False
38,248,False,False,False
65,1256,True,False,True
29,452,False,True,False
25,1140,False,True,False
18,1752,True,False,False
56,1811,True,False,True
42,528,True,False,False
31,937,True,False,False
13,569,True,False,False
25,525,True,False,False
21,411,True,False,False
23,1072,False,False,False
23,751,True,True,False
29,1576,False,False,True
34,396,False,False,True
47,3019,True,False,True
46,678,False,False,False
57,3952,True,False,True
15,546,False,False,False
45,697,False,False,True
23,862,False,False,False
28,2248,False,True,False
46,407,False,False,True
51,216,True,False,True
61,109,True,False,True
69,391,False,False,False
48,2355,True,False,True
45,163,True,False,True
11,967,False,False,False
62,342,False,False,False
37,353,False,False,False
39,1642,False,False,True
48,1389,True,False,False
35,1055,False,True,False
30,2585,False,False,True
17,1065,True,False,False
56,813,False,False,True
51,192,False,False,False
39,223,False,True,False
25,2704,True,True,True
25,689,False,False,False
42,3112,False,False,True
55,1325,False,False,False
8,247,False,False,False
26,447,True,False,True
70,137,True,False,False
56,125,True,True,False
51,1930,False,False,True
59,3648,True,False,True
11,544,True,False,False
68,574,False,False,False
18,503,True,False,False
60,3809,False,False,True
25,1037,True,False,True
27,2862,True,False,True
35,990,False,False,True
65,223,True,False,False
47,1074,True,False,False
22,1643,True,False,False
8,2253,True,False,False
33,325,False,False,False
45,214,True,False,False
52,1539,False,False,True
64,813,True,False,False
48,397,True,False,False
23,503,False,False,True
25,2220,False,False,True
29,2463,True,False,True
34,733,True,False,False
19,321,False,False,False
21,720,False,True,True
42,283,True,False,False
36,473,True,True,False
47,190,True,False,False
57,3428,True,False,True
43,2248,True,False,True
19,2417,False,False,True
57,2252,True,False,True
27,2425,True,False,True
49,134,False,False,True
60,356,False,False,False
38,414,False,True,False
54,257,False,False,False
49,102,True,False,False
55,337,True,False,True
45,1868,False,False,True
31,1768,True,False,True
47,399,True,True,False
22,581,False,False,False
25,680,False,False,False
10,842,False,False,True
49,431,True,False,False
43,425,True,False,False
65,419,False,False,False
69,587,True,False,False
16,503,True,False,False
36,577,True,False,False
70,1020,False,False,False
43,2324,True,False,True
57,350,False,False,False
26,689,False,True,False
16,2330,False,False,False
15,501,True,True,True
27,3454,False,False,True
58,1440,False,False,True
51,805,True,False,False
16,802,True,True,False
56,3987,True,False,True
25,836,False,False,True
49,1846,False,False,False
32,2429,True,False,True
52,1090,False,False,False
52,307,False,False,False
29,2493,True,False,True
27,3315,False,False,False
9,1047,True,False,False
65,469,False,False,False
54,1844,True,False,True
56,125,False,False,False
25,781,False,False,False
40,419,True,False,True
40,248,True,False,True
59,2454,False,False,False
12,802,True,False,False
67,222,False,False,False
59,3800,True,False,True
38,1585,True,False,True
60,1754,False,False,True
37,2452,False,False,True
40,612,False,False,False
12,580,False,False,False
50,1737,True,True,False
24,423,False,True,True
16,216,True,False,False
59,224,True,True,False
41,303,False,False,True
56,247,True,False,True
60,946,True,False,True
31,101,True,False,False
40,158,True,False,False
19,1009,False,False,False
39,544,False,False,True
22,1481,False,True,True
30,224,True,False,False
11,446,False,False,False
48,945,False,False,True
58,837,True,False,False
44,522,True,False,True
24,528,False,False,True
37,1105,True,True,False
35,240,False,False,False
24,620,True,True,True
40,228,False,True,True
34,628,True,False,False
38,191,True,True,False
32,1566,False,False,True
48,3761,True,False,True
25,612,True,False,True
21,1379,True,False,True
15,679,True,False,False
22,929,True,False,True
13,2504,True,False,True
36,334,True,False,False
17,590,False,True,True
70,495,False,False,False
51,354,False,False,False
33,406,False,False,False
30,992,False,True,False
24,707,False,True,True
47,700,True,False,False
38,3904,True,False,True
38,1068,False,False,False
53,2065,True,False,False
20,528,False,True,True
27,421,True,True,False
51,3526,False,False,False
59,1825,False,False,False
58,483,True,False,True
43,1561,False,False,True
34,3755,False,False,True
64,554,False,False,False
56,1218,True,False,False
25,1005,False,False,True
25,998,True,True,False
30,985,True,False,False
16,359,True,False,False
56,189,False,False,True
49,795,True,False,True
63,852,True,False,False
61,3114,False,False,True
59,1342,True,False,True
23,230,True,False,False
43,373,False,False,True
52,229,False,False,True
11,1576,True,False,False
67,2754,False,False,True
26,1565,True,False,False
17,834,False,False,False
59,391,False,False,False
35,1121,False,False,False
48,1013,True,False,False
24,199,False,False,False
45,733,True,True,False
29,944,True,True,False
57,3228,True,False,True
25,3532,False,False,True
52,516,True,False,True
48,3360,True,False,False
18,691,True,True,False
24,489,True,True,True
41,332,True,True,False
42,541,False,False,True
56,1235,True,False,True
60,1733,True,False,True
46,2402,False,True,False
44,238,True,False,False
49,2233,False,False,False
31,1980,False,False,False
59,3808,True,False,False
26,1023,True,False,False
60,2644,True,False,False
22,240,True,True,False
25,125,False,True,False
42,2075,True,False,False
24,1017,False,True,False
25,1506,True,False,True
32,3678,False,False,True
20,1746,True,False,False
53,3886,True,False,False
24,894,False,False,False
37,240,True,False,True
45,946,True,False,False
44,125,False,False,True
32,2475,False,False,True
29,821,True,False,True
30,442,False,True,False
26,316,False,True,False
59,3225,False,False,True
23,1127,False,False,False
58,2608,True,False,True
33,308,True,False,True
59,2853,True,False,False
49,1504,False,False,True
53,600,False,False,True
30,522,True,False,True
15,998,False,True,False
66,280,True,False,True
45,1034,False,False,False
66,319,False,False,False
26,1055,False,True,True
30,290,True,False,True
49,3721,False,False,True
26,337,False,True,True
43,447,False,False,False
42,435,False,False,False
20,212,False,False,False
14,937,True,False,False
16,634,True,False,True
22,133,False,True,True
41,351,True,False,True
43,2133,False,False,True
40,1771,True,False,False
27,1005,False,True,True
54,361,True,False,False
70,581,True,False,False
29,3294,False,False,False
46,2521,True,False,False
31,1851,False,False,True
43,1035,True,True,False
43,2139,False,False,True
20,1235,True,True,False
39,3993,True,False,True
62,3490,False,False,True
40,689,True,False,True
7,642,False,False,False
24,775,False,True,False
50,181,False,True,False
50,1024,True,False,True
24,819,True,True,True
69,317,False,False,False
26,900,False,True,False
45,3923,True,False,False
8,1501,False,False,False
51,488,True,False,False
25,544,True,True,False
41,846,False,False,True
23,2858,True,False,True
55,834,True,False,False
57,2023,False,False,True
42,448,False,False,False
58,802,True,False,False
40,3347,True,False,True
63,271,True,False,True
18,1231,False,True,False
16,771,False,False,False
8,1389,False,True,False
52,309,False,False,False
29,731,True,True,True
34,102,False,False,True
65,651,True,False,False
43,1814,False,False,False
59,304,False,False,True
42,828,False,False,True
63,2780,True,False,True
58,502,True,False,False
56,2414,False,False,True
53,777,True,False,False
28,834,False,True,True
27,1970,False,False,True
22,1195,False,False,True
39,1064,True,True,False
43,551,True,True,False
29,106,True,False,False
28,73,True,False,False
33,689,False,False,False
37,414,False,True,False
58,650,True,False,False
13,484,True,True,False
51,277,False,False,False
49,984,False,True,False
37,125,True,False,True
58,1507,False,False,True
64,223,True,False,False
10,964,False,False,True
9,651,True,True,False
52,2174,False,False,False
47,781,False,True,False
43,1008,True,True,False
33,1084,True,False,False
42,1907,False,False,True
42,528,False,False,False
60,607,True,False,False
48,895,True,False,False
40,1448,False,True,False
21,1182,False,False,False
9,594,True,False,False
25,954,False,False,False
54,173,False,False,False
47,212,True,False,True
54,393,True,False,True
35,298,False,False,True
27,1379,True,False,False
68,1258,True,False,False
48,1836,False,False,True
45,912,True,True,False
51,3848,True,False,False
60,1664,False,False,True
40,818,False,False,True
39,260,True,False,False
24,334,True,True,True
36,787,True,True,False
14,1107,True,False,False
43,1587,True,True,False
26,757,True,True,False
30,590,False,False,False
35,1808,True,False,True
46,3046,True,False,True
44,2603,False,False,False
66,460,False,True,False
45,109,False,False,False
36,1592,False,False,True
23,689,False,True,False
21,399,False,False,False
47,1107,True,False,False
46,405,False,False,False
46,1428,False,False,False
25,399,False,True,False
24,1249,False,False,False
51,1090,True,False,False
51,297,True,False,True
10,991,True,False,False
30,948,True,False,False
23,864,False,True,False
42,414,False,True,False
46,1972,True,False,True
37,1585,True,False,False
49,3111,True,False,True
57,143,True,False,False
34,3293,False,False,True
35,1491,True,True,False
53,622,True,False,True
52,585,False,True,False
27,2916,True,False,True
19,359,False,False,True
64,507,False,False,False
27,3339,True,False,True
43,363,True,False,True
49,2811,False,False,True
29,909,False,False,False
11,534,True,False,False
30,2773,False,False,True
28,2986,True,False,False
60,187,True,False,True
69,872,True,False,False
23,1171,False,True,False
40,209,True,False,True
28,342,True,False,False
32,2172,True,False,True
42,1846,False,False,False
7,2390,False,False,False
47,834,True,False,False
39,581,True,False,True
20,323,True,True,False
72,237,True,False,False
47,2486,True,False,True
26,594,True,True,False
42,3242,True,False,True
17,328,True,True,True
25,569,False,False,False
39,301,True,True,False
52,2673,False,False,True
13,986,True,False,False
17,1303,True,False,True
22,416,True,False,True
30,3822,False,False,False
25,1648,False,False,False
26,2419,True,False,True
41,907,False,False,True
30,1926,True,False,True
23,1020,False,False,False
47,590,True,False,False
51,2449,True,False,True
47,86,False,False,True
45,1898,True,False,False
45,1024,False,False,False
59,1411,True,False,True
22,297,True,True,False
40,297,False,False,True
26,651,True,True,False
58,3262,False,False,True
36,2873,False,False,True
40,3230,True,False,True
38,1235,True,True,True
66,450,True,False,False
70,928,True,False,False
32,96,False,False,False
68,224,False,False,False
28,3965,False,False,True
34,370,False,False,False
35,366,True,False,False
65,598,False,False,True
36,374,False,True,False
60,1844,False,False,True
39,147,True,True,False
19,304,True,False,False
60,226,False,False,False
15,67,True,False,True
39,680,False,False,True
69,248,False,False,False
48,689,False,False,True
44,1188,True,False,True
44,646,False,False,False
32,315,True,False,True
55,391,True,False,True
66,130,True,False,True
54,2419,True,False,False
42,569,True,False,True
39,545,False,False,False
48,2758,True,False,False
36,177,False,False,False
38,771,False,False,False
23,1590,False,True,True
45,299,True,False,False
51,991,False,False,True
43,689,False,False,False
49,1699,True,False,True
30,3683,True,False,True
50,432,False,False,False
44,838,False,False,False
32,1080,False,False,False
52,711,False,False,False
66,1744,False,False,False
37,170,True,False,True
46,1013,False,False,False
33,403,True,True,False
37,862,False,False,False
36,502,False,False,False
49,113,True,False,False
63,1312,False,False,False
53,1505,False,False,False
34,948,False,False,False
34,1428,True,False,True
23,986,True,True,False
28,829,True,True,False
60,2615,True,False,False
57,125,False,False,False
49,337,True,False,False
39,2840,False,False,True
58,2759,False,False,True
16,200,False,False,True
69,853,True,False,True
22,1546,False,True,True
15,488,True,False,False
22,235,True,False,False
41,3646,False,False,True
24,651,False,True,True
64,345,True,True,False
12,737,False,False,False
58,190,False,False,False
39,1276,False,False,True
15,646,False,False,False
22,967,False,False,False
59,1444,False,False,True
61,255,True,False,False
30,1069,False,False,True
25,761,False,True,False
23,681,False,False,True
18,667,True,False,False
50,813,True,False,False
56,429,True,False,False
43,733,True,False,True
18,156,False,False,False
25,247,True,True,False
59,930,False,False,False
22,141,True,True,True
16,331,True,False,False
60,296,False,False,True
25,334,False,True,False
37,190,True,True,False
45,1612,True,False,True
51,547,False,False,False
39,2890,True,False,True
24,1546,True,False,True
22,431,True,False,False
18,577,True,True,False
79,1889,True,False,True
35,129,False,False,False
48,2844,True,False,True
37,647,True,True,False
42,3682,False,False,True
22,1282,True,True,True
43,351,False,False,True
46,395,False,True,False
77,356,False,False,True
27,429,False,True,True
